"locus"	"pdbid"	"qstart2"	"qend2"	"sstart2"	"send2"	"strain_type"	"p_value"
"YPR187W"	"4c3j@F"	1	100	55	154	"glycerol_high"	"0.5744"
"YPR187W"	"6bqf@F"	1	84	72	155	"glycerol_high"	"0.7908"
"YPR187W"	"4c2m@F"	1	100	55	154	"glycerol_high"	"0.5728"
"YPR187W"	"4c2m@U"	1	100	55	154	"glycerol_high"	"0.5685"
"YPR187W"	"3s1m@F"	1	85	71	155	"glycerol_high"	"0.7492"
"YPR187W"	"1twc@F"	1	83	72	154	"glycerol_high"	"0.7381"
"YPR187W"	"1i3q@F"	1	84	72	155	"glycerol_high"	"0.7378"
"YPR187W"	"3j1n@F"	1	84	72	155	"glycerol_high"	"0.76"
"YBR154C"	"3m3y@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"4bxx@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"6bm4@E"	1	213	3	215	"glycerol_high"	"NA"
"YBR154C"	"6eu3@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"3s1r@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"2nvq@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3s1q@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3rzo@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3po2@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3cqz@E"	1	213	3	215	"glycerol_high"	"NA"
"YBR154C"	"5sva@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"4c3i@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"4by7@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"1k83@E"	1	213	3	215	"glycerol_high"	"NA"
"YBR154C"	"3s17@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3rzd@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3s16@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3po3@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3s15@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"4c3h@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"3gtl@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"1twa@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"1i50@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"2nvt@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3s14@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3hou@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"3hou@Q"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"1i6h@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"5ot2@E"	1	212	4	215	"glycerol_high"	"NA"
"YBR154C"	"1twg@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"3s2d@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"1dzf@A"	1	210	5	214	"glycerol_high"	"NA"
"YBR154C"	"6blp@E"	1	213	3	215	"glycerol_high"	"NA"
"YBR154C"	"3s1n@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"4y7n@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"1twf@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"3s2h@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"4c3j@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"6bqf@E"	1	213	3	215	"glycerol_high"	"NA"
"YBR154C"	"4c2m@E"	1	212	4	215	"glycerol_high"	"NA"
"YBR154C"	"4c2m@T"	1	212	4	215	"glycerol_high"	"NA"
"YBR154C"	"3s1m@E"	1	214	2	215	"glycerol_high"	"NA"
"YBR154C"	"1twc@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"1i3q@E"	1	215	1	215	"glycerol_high"	"NA"
"YBR154C"	"3j1n@E"	1	214	2	215	"glycerol_high"	"NA"
"YOR340C"	"4c2m@4"	1	54	263	316	"glycerol_high"	"0.2179"
"YOR340C"	"4c2m@O"	1	52	265	316	"glycerol_high"	"0.2294"
"YJL026W"	"1jk0@A"	1	333	26	358	"glycerol_high"	"0.4481"
"YBR046C"	"3qwb@A"	1	329	5	333	"glycerol_high"	"0.3439"
"YBR046C"	"3qwb@B"	1	329	5	333	"glycerol_high"	"0.3513"
"YBR046C"	"3qwb@C"	1	329	5	333	"glycerol_high"	"0.3579"
"YBR046C"	"3qwb@D"	1	329	5	333	"glycerol_high"	"0.3575"
"YBR046C"	"3qwa@A"	1	330	4	333	"glycerol_high"	"0.3945"
"YBR046C"	"3qwa@B"	1	331	3	333	"glycerol_high"	"0.0587"
"YJL166W"	"4pd4@H"	1	93	2	94	"glycerol_high"	"NA"
"YJL166W"	"2ibz@G"	1	91	2	92	"glycerol_high"	"NA"
"YJL166W"	"1kyo@H"	1	93	2	94	"glycerol_high"	"NA"
"YJL166W"	"1kyo@S"	1	93	2	94	"glycerol_high"	"NA"
"YJL166W"	"1p84@H"	1	91	2	92	"glycerol_high"	"NA"
"YJL166W"	"3cx5@H"	1	91	2	92	"glycerol_high"	"NA"
"YJL166W"	"3cx5@S"	1	91	2	92	"glycerol_high"	"NA"
"YJL166W"	"1kb9@H"	1	91	2	92	"glycerol_high"	"NA"
"YJL166W"	"1ezv@G"	1	91	2	92	"glycerol_high"	"NA"
"YJL166W"	"3cxh@H"	1	92	2	93	"glycerol_high"	"NA"
"YJL166W"	"3cxh@S"	1	91	2	92	"glycerol_high"	"NA"
"YPR191W"	"4pd4@B"	1	352	17	368	"glycerol_high"	"0.4107"
"YPR191W"	"2ibz@B"	1	352	17	368	"glycerol_high"	"0.3956"
"YPR191W"	"1kyo@B"	1	352	17	368	"glycerol_high"	"0.4187"
"YPR191W"	"1kyo@M"	1	352	17	368	"glycerol_high"	"0.4336"
"YPR191W"	"1p84@B"	1	352	17	368	"glycerol_high"	"0.38"
"YPR191W"	"3cx5@B"	1	352	17	368	"glycerol_high"	"0.3999"
"YPR191W"	"3cx5@M"	1	352	17	368	"glycerol_high"	"0.4129"
"YPR191W"	"1kb9@B"	1	352	17	368	"glycerol_high"	"0.397"
"YPR191W"	"1ezv@B"	1	352	17	368	"glycerol_high"	"0.3762"
"YPR191W"	"3cxh@B"	1	352	17	368	"glycerol_high"	"0.404"
"YPR191W"	"3cxh@M"	1	352	17	368	"glycerol_high"	"0.3985"
"YML106W"	"2ps1@A"	1	222	3	224	"glycerol_high"	"NA"
"YML106W"	"2ps1@B"	1	222	3	224	"glycerol_high"	"NA"
"YIL021W"	"3m3y@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"4bxx@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"6bm4@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"6blp@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s1n@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3rzd@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s2d@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"5sva@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3cqz@C"	1	265	3	267	"glycerol_high"	"NA"
"YIL021W"	"1twg@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"4by7@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3hou@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3hou@O"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"1i6h@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3gtl@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"1twf@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"1i50@C"	1	264	3	266	"glycerol_high"	"NA"
"YIL021W"	"2nvt@C"	1	267	2	268	"glycerol_high"	"NA"
"YIL021W"	"1twa@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s14@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s15@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"4y7n@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"2nvq@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s1q@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"5ot2@C"	1	265	3	267	"glycerol_high"	"NA"
"YIL021W"	"3po3@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s16@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s2h@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"6bqf@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"1twc@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3po2@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3rzo@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s1m@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3j1n@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"1i3q@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s1r@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"3s17@C"	1	266	3	268	"glycerol_high"	"NA"
"YIL021W"	"1k83@C"	1	266	3	268	"glycerol_high"	"NA"
"YIR008C"	"4mm2@A"	1	389	8	396	"glycerol_high"	"0.1818"
"YIR008C"	"4mm2@B"	1	387	10	396	"glycerol_high"	"0.1959"
"YHR008C"	"3rn4@A"	1	204	27	230	"glycerol_high"	"0.9643"
"YHR008C"	"3bfr@A"	1	204	27	230	"glycerol_high"	"0.9644"
"YOL143C"	"1ejb@A"	1	167	2	168	"glycerol_high"	"0.9496"
"YOL143C"	"1ejb@B"	1	167	2	168	"glycerol_high"	"0.9488"
"YOL143C"	"1ejb@C"	1	167	2	168	"glycerol_high"	"0.943"
"YOL143C"	"1ejb@D"	1	167	2	168	"glycerol_high"	"0.9305"
"YOL143C"	"1ejb@E"	1	167	2	168	"glycerol_high"	"0.943"
"YKL152C"	"5pgm@A"	1	231	2	232	"glycerol_high"	"0.9163"
"YKL152C"	"5pgm@B"	1	231	2	232	"glycerol_high"	"0.9068"
"YKL152C"	"5pgm@C"	1	231	2	232	"glycerol_high"	"0.9191"
"YKL152C"	"5pgm@D"	1	231	2	232	"glycerol_high"	"0.9133"
"YKL152C"	"5pgm@E"	1	231	2	232	"glycerol_high"	"0.9099"
"YKL152C"	"5pgm@F"	1	231	2	232	"glycerol_high"	"0.9179"
"YKL152C"	"5pgm@G"	1	231	2	232	"glycerol_high"	"0.9132"
"YKL152C"	"5pgm@H"	1	231	2	232	"glycerol_high"	"0.905"
"YKL152C"	"4pgm@A"	1	231	2	232	"glycerol_high"	"0.9076"
"YKL152C"	"4pgm@B"	1	230	2	231	"glycerol_high"	"0.9159"
"YKL152C"	"4pgm@C"	1	231	2	232	"glycerol_high"	"0.915"
"YKL152C"	"4pgm@D"	1	230	2	231	"glycerol_high"	"0.9145"
"YKL152C"	"1bq4@B"	1	235	2	236	"glycerol_high"	"0.9031"
"YKL152C"	"1bq4@C"	1	235	2	236	"glycerol_high"	"0.9096"
"YKL152C"	"1qhf@A"	1	230	2	231	"glycerol_high"	"0.9122"
"YKL152C"	"1qhf@B"	1	230	2	231	"glycerol_high"	"0.9114"
"YDR045C"	"6eu3@I"	1	42	1	42	"glycerol_high"	"NA"
"YPL171C"	"5v4p@A"	1	396	2	397	"glycerol_high"	"0.6202"
"YPL171C"	"5v4p@B"	1	396	2	397	"glycerol_high"	"0.6191"
"YPL171C"	"5v4v@A"	1	397	2	398	"glycerol_high"	"0.6538"
"YPL171C"	"5v4v@B"	1	397	2	398	"glycerol_high"	"0.644"
"YKR080W"	"1edz@A"	1	315	3	317	"glycerol_high"	"0.9347"
"YKR080W"	"1ee9@A"	1	316	3	318	"glycerol_high"	"0.9385"
"YCR012W"	"1fw8@A"	2	344	74	416	"glycerol_high"	"0.6049"
"YMR205C"	"3o8o@B"	1	763	195	957	"glycerol_high"	"0.3479"
"YMR205C"	"3o8o@D"	1	763	195	957	"glycerol_high"	"0.3465"
"YMR205C"	"3o8o@F"	1	762	196	957	"glycerol_high"	"0.3472"
"YMR205C"	"3o8o@H"	1	763	195	957	"glycerol_high"	"0.3436"
"YDR539W"	"4zac@A"	1	502	1	502	"glycerol_high"	"0.3501"
"YDR539W"	"4zac@B"	1	502	1	502	"glycerol_high"	"0.349"
"YDR539W"	"4zac@C"	1	500	3	502	"glycerol_high"	"0.3473"
"YDR539W"	"4zac@D"	1	502	1	502	"glycerol_high"	"0.3504"
"YDR539W"	"4s13@C"	1	500	3	502	"glycerol_high"	"0.3446"
"YDR539W"	"4s13@F"	1	500	3	502	"glycerol_high"	"0.349"
"YER069W"	"3zzh@A"	1	288	62	349	"glycerol_high"	"0.8788"
"YER069W"	"3zzh@B"	1	286	63	348	"glycerol_high"	"0.8801"
"YER069W"	"3zzh@C"	1	285	63	347	"glycerol_high"	"0.8712"
"YER069W"	"3zzh@D"	1	286	63	348	"glycerol_high"	"0.8771"
"YER069W"	"4ab7@A"	1	405	98	502	"glycerol_high"	"0.005"
"YER069W"	"4ab7@B"	1	436	67	502	"glycerol_high"	"0.0275"
"YER069W"	"4ab7@C"	1	436	67	502	"glycerol_high"	"0.0352"
"YER069W"	"4ab7@D"	1	405	98	502	"glycerol_high"	"0.0056"
"YER069W"	"4ab7@E"	1	405	98	502	"glycerol_high"	"0.0044"
"YER069W"	"4ab7@F"	1	436	67	502	"glycerol_high"	"0.0298"
"YER069W"	"4ab7@G"	1	436	67	502	"glycerol_high"	"0.0284"
"YER069W"	"4ab7@H"	1	422	81	502	"glycerol_high"	"0.0292"
"YER069W"	"3zzf@A"	1	288	62	349	"glycerol_high"	"0.8672"
"YER069W"	"3zzf@B"	1	286	63	348	"glycerol_high"	"0.8848"
"YER069W"	"3zzf@C"	1	288	62	349	"glycerol_high"	"0.8832"
"YER069W"	"3zzf@D"	1	287	63	349	"glycerol_high"	"0.8782"
"YER069W"	"3zzg@A"	1	291	62	352	"glycerol_high"	"0.8692"
"YER069W"	"3zzg@B"	1	289	63	351	"glycerol_high"	"0.8738"
"YER069W"	"3zzg@C"	1	291	62	352	"glycerol_high"	"0.8733"
"YER069W"	"3zzg@D"	1	289	63	351	"glycerol_high"	"0.8763"
"YIR034C"	"2qrl@A"	1	368	3	370	"glycerol_high"	"0.2124"
"YIR034C"	"2qrk@A"	1	365	3	367	"glycerol_high"	"0.1948"
"YIR034C"	"2qrj@A"	1	365	3	367	"glycerol_high"	"0.1999"
"YBR035C"	"1ci0@A"	1	204	24	227	"glycerol_high"	"NA"
"YBR035C"	"1ci0@B"	1	203	25	227	"glycerol_high"	"NA"
"YNL037C"	"3blx@I"	1	333	28	360	"glycerol_high"	"NA"
"YGR183C"	"4pd4@I"	1	57	2	58	"glycerol_high"	"NA"
"YGR183C"	"2ibz@I"	1	55	4	58	"glycerol_high"	"NA"
"YGR183C"	"1p84@I"	1	55	4	58	"glycerol_high"	"NA"
"YGR183C"	"3cx5@I"	1	55	2	56	"glycerol_high"	"NA"
"YGR183C"	"3cx5@T"	1	55	2	56	"glycerol_high"	"NA"
"YGR183C"	"1kb9@I"	1	55	4	58	"glycerol_high"	"NA"
"YGR183C"	"1ezv@I"	1	55	4	58	"glycerol_high"	"NA"
"YGR183C"	"3cxh@I"	1	55	4	58	"glycerol_high"	"NA"
"YGR183C"	"3cxh@T"	1	55	4	58	"glycerol_high"	"NA"
"YKR002W"	"3c66@B"	1	524	3	526	"glycerol_high"	"0.8622"
"YMR289W"	"4k6n@A"	1	351	23	373	"glycerol_high"	"0.9932"
"YGL226C-A"	"6ezn@E"	1	85	2	86	"glycerol_high"	"0.1932"
"YDL232W"	"6ezn@D"	1	34	1	34	"glycerol_high"	"NA"
"YOR103C"	"6ezn@B"	1	110	21	130	"glycerol_high"	"NA"
"YJR051W"	"5glg@A"	2	469	32	499	"glycerol_high"	"0.2589"
"YEL002C"	"6ezn@G"	1	394	25	418	"glycerol_high"	"0.4812"
"YHR143W-A"	"3m3y@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"4bxx@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"6bm4@L"	1	44	27	70	"glycerol_high"	"NA"
"YHR143W-A"	"6eu3@L"	1	45	26	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s1r@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"2nvq@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s1q@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3rzo@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3po2@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"5sva@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"4c3i@L"	1	45	26	70	"glycerol_high"	"NA"
"YHR143W-A"	"4by7@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"1k83@L"	1	45	26	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s17@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3rzd@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s16@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3po3@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s15@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"4c3h@L"	1	45	26	70	"glycerol_high"	"NA"
"YHR143W-A"	"3gtl@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"1twa@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"1i50@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"2nvt@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s14@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3hou@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3hou@X"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"1i6h@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"5ot2@L"	1	44	27	70	"glycerol_high"	"NA"
"YHR143W-A"	"1twg@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s2d@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"6blp@L"	1	44	27	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s1n@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"4y7n@L"	1	44	27	70	"glycerol_high"	"NA"
"YHR143W-A"	"1twf@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s2h@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"4c3j@L"	1	45	26	70	"glycerol_high"	"NA"
"YHR143W-A"	"6bqf@L"	1	44	27	70	"glycerol_high"	"NA"
"YHR143W-A"	"4c2m@1"	1	44	27	70	"glycerol_high"	"NA"
"YHR143W-A"	"4c2m@L"	1	44	27	70	"glycerol_high"	"NA"
"YHR143W-A"	"3s1m@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"1twc@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"1i3q@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR143W-A"	"3j1n@L"	1	46	25	70	"glycerol_high"	"NA"
"YHR201C"	"2qb8@A"	1	391	5	395	"glycerol_high"	"0.487"
"YHR201C"	"2qb7@A"	1	391	5	395	"glycerol_high"	"0.4758"
"YHR201C"	"2qb6@A"	1	391	5	395	"glycerol_high"	"0.474"
"YJL126W"	"4hg5@A"	1	297	4	300	"glycerol_high"	"0.5028"
"YJL126W"	"4hg3@A"	1	297	4	300	"glycerol_high"	"0.4897"
"YJL126W"	"4hg3@B"	1	296	5	300	"glycerol_high"	"0.5288"
"YJL126W"	"4hg3@C"	1	296	5	300	"glycerol_high"	"0.5292"
"YNL151C"	"6eu3@Q"	1	40	35	74	"glycerol_high"	"NA"
"YHR042W"	"2bf4@A"	1	642	47	688	"glycerol_high"	"0.782"
"YHR042W"	"2bf4@B"	1	642	47	688	"glycerol_high"	"0.7813"
"YNL092W"	"5x62@B"	1	384	9	392	"glycerol_high"	"0.7954"
"YEL021W"	"3gdk@A"	1	259	3	261	"glycerol_high"	"0.6281"
"YEL021W"	"3gdk@B"	1	259	3	261	"glycerol_high"	"0.6187"
"YEL021W"	"3gdl@A"	1	257	5	261	"glycerol_high"	"0.6491"
"YEL021W"	"3gdl@B"	1	257	5	261	"glycerol_high"	"0.6578"
"YJL140W"	"1y14@C"	33	135	118	220	"glycerol_high"	"NA"
"YML110C"	"4obx@A"	1	235	73	307	"glycerol_high"	"NA"
"YML110C"	"4obx@B"	1	235	73	307	"glycerol_high"	"NA"
"YML110C"	"4obx@C"	1	235	73	307	"glycerol_high"	"NA"
"YML110C"	"4obx@D"	1	235	73	307	"glycerol_high"	"NA"
"YML110C"	"4obw@A"	1	234	74	307	"glycerol_high"	"NA"
"YML110C"	"4obw@B"	1	232	76	307	"glycerol_high"	"NA"
"YML110C"	"4obw@C"	1	235	73	307	"glycerol_high"	"NA"
"YML110C"	"4obw@D"	1	235	73	307	"glycerol_high"	"NA"
"YFR033C"	"4pd4@F"	2	74	75	147	"glycerol_high"	"0.8718"
"YFR033C"	"2ibz@H"	2	74	75	147	"glycerol_high"	"0.8867"
"YFR033C"	"1kyo@F"	2	74	75	147	"glycerol_high"	"0.8772"
"YFR033C"	"1kyo@Q"	2	74	75	147	"glycerol_high"	"0.8748"
"YFR033C"	"1p84@F"	2	74	75	147	"glycerol_high"	"0.8817"
"YFR033C"	"3cx5@F"	2	73	75	146	"glycerol_high"	"0.8817"
"YFR033C"	"3cx5@Q"	2	73	75	146	"glycerol_high"	"0.8798"
"YFR033C"	"1kb9@F"	2	74	75	147	"glycerol_high"	"0.8845"
"YFR033C"	"1ezv@H"	2	74	75	147	"glycerol_high"	"0.8799"
"YFR033C"	"3cxh@F"	2	74	75	147	"glycerol_high"	"0.8719"
"YFR033C"	"3cxh@Q"	2	74	75	147	"glycerol_high"	"0.8726"
"YJR010W"	"1j70@A"	2	503	1	502	"glycerol_high"	"0.5426"
"YJR010W"	"1j70@B"	2	503	1	502	"glycerol_high"	"0.5454"
"YJR010W"	"1j70@C"	1	502	1	502	"glycerol_high"	"0.5359"
"YJR010W"	"1r6x@A"	1	384	2	385	"glycerol_high"	"NA"
"YJR010W"	"1jec@A"	1	501	2	502	"glycerol_high"	"0.5272"
"YJR010W"	"1jed@A"	1	501	2	502	"glycerol_high"	"0.5363"
"YJR010W"	"1jed@B"	1	501	2	502	"glycerol_high"	"0.5333"
"YJR010W"	"1jee@A"	1	501	2	502	"glycerol_high"	"0.5232"
"YJR010W"	"1jee@B"	1	501	2	502	"glycerol_high"	"0.5364"
